stock_code,name,industry,full_name,address,chairman,manager,main_business,create_date,capital,ipo_date,state,common_share_price,common_shares,dividend_frequency,company_url,money_dj_introduce_url
1434,福懋,紡織纖維,福懋興業股份有限公司,u586267@ftc.com.tw,王文淵,李敏章,尼龍多富達布、聚酯布、傘骨槽骨、輪胎簾布、棉紗、人造棉紗合成纖維紗、混紡紗、織布染整、成衣、被單、床單等及其相關製品製造高分子聚合物製品、防彈衣背心、夾克、工業用工作服,62/04/19,"16,846,646,370元",74/12/24,上市,新台幣10.0000元,"1,684,664,637股(含私募0股)",每年,http://www.ftc.com.tw/newftc/index.php,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=10b7d8c9-e5b0-4c4a-9d9b-f793af05fb5c
1435,中福,其他,中福國際股份有限公司,stock@chungfutex.com.tw,黃立中,黃立中,"倉儲業國際貿易,服飾批發,煙酒零售電信器材批發業,電子材料批發業",60/01/15,"1,397,800,800元",76/12/28,上市,新台幣10.0000元,"139,780,080股(含私募0股)",每年,http://www.chungfutex.com.tw/front/bin/home.phtml,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=042ab8d5-48eb-4dab-86e2-7e01b5f66a1d
1436,華友聯,建材營造,華友聯開發股份有限公司(原福益),steven@huakai.com.tw,陸炤廷,陸炤廷,住宅及大樓開發租售業休閒活動場館業餐館業,56/01/31,"956,340,000元",77/04/11,上市,新台幣10.0000元,"95,634,000股(含私募0股)",每年,https://www.huakai.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=e1de5631-2b4c-4f40-9972-fa46ef910baf
1437,勤益控,其他,勤益投資控股股份有限公司,gtm@gtm.com.tw,顧肇基,顧立楷,一般投資業,50/02/23,"2,033,712,840元",77/11/10,上市,新台幣10.0000元,"203,371,284股(含私募0股)",每年,http://www.gtm.com.tw/web/index/index.jsp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=beca3209-95c0-4f14-86a4-b50dc4abc6f9
1438,三地開發,建材營造,三地開發地產股份有限公司,yufoongb@ms37.hinet.net,鍾育霖,鍾育霖,委託營造廠商興建商業大樓、工業大樓及住宅出租出售業務。紡織工業之產銷及其附屬事業暨投資金融與其他經濟事業。,44/10/11,"512,057,590元",77/12/15,上市,新台幣10.0000元,"51,205,759股(含私募0股)",每年,http://www.sandirealestate.com.tw/WebMaster/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ff836738-62cf-4d66-86e7-fdd361aaa35f
1439,中和,紡織纖維,中和羊毛工業股份有限公司,accounting@chuwa.com.tw,侯嘉騏,劉先雯,防縮羊毛之銷售毛條之銷售不動產租賃,53/10/01,"920,000,000元",78/05/22,上市,新台幣10.0000元,"92,000,000股(含私募0股)",每季,https://www.chuwa.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=9473cbf5-10a1-49b2-a98d-4ec38a7eb239
1440,南紡,紡織纖維,臺南紡織股份有限公司,general@tainanspin.com.tw,育鵬投資股份有限公司,王立範,各種紡織品之製造加工及販賣有關合成纖維製品之製造及販賣委託營造廠興建國民住宅、商業大樓出租、出售業務,44/03/21,"16,568,158,570元",78/10/03,上市,新台幣10.0000元,"1,656,815,857股(含私募0股)",每年,https://www.tainanspin.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=8c15ffed-f444-4f3f-90b7-4f9dc45fd90d
1441,大東,紡織纖維,大東紡織股份有限公司,jameschuang@tahtong.com.tw,陳修忠,陳建州,棉紗，混紡紗，化纖紗布營建,47/03/15,"1,008,000,000元",78/10/27,上市,新台幣10.0000元,"100,800,000股(含私募22,125,971股)",每年,http://tw.tahtong.com.tw/index_down.php,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5e5a5cf5-ea3c-4462-843c-ab9c51a31cf8
1442,名軒,建材營造,名軒開發股份有限公司,servicemail@advancetek.com.tw,吳泓瑩,吳勝利,營建,63/07/18,"3,662,113,580元",78/11/16,上市,新台幣10.0000元,"366,211,358股(含私募0股)",每年,https://www.advancetek.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=34020721-f79e-4306-8270-45ca3f7233ff
1443,立益,其他,立益紡織股份有限公司,lily161@ms31.hinet.net,蘇東榮,蘇慶源,倉儲、物流、理貨加工電子商務、棉紡委託營造廠商興建商業大樓及國民住宅出租出售,61/11/25,"1,353,430,110元",79/04/21,上市,新台幣10.0000元,"135,343,011股(含私募0股)",每年,http://www.lily.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=35af4294-81a3-4f13-a851-c35fe702e002
1444,力麗,紡織纖維,力麗企業股份有限公司,srd0e8@lipeng.com.tw,郭紹儀,郭紹儀,聚酯纖維加工絲聚酯原絲聚酯粒,68/01/15,"9,573,029,420元",79/08/08,上市,新台幣10.0000元,"957,302,942股(含私募0股)",每年,https://www.lealeagroup.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c414e0a3-66c4-4cbf-9fb1-94fddcb738fe
1445,大宇,紡織纖維,大宇紡織股份有限公司,uni.textile@msa.hinet.net,張煜生,姚炳楠,"各種紡織品之製造,加工染整及營銷有關前項有關原料,材料及成品之進出口貿易業務委託營造廠商興建商業大樓,國民住宅之出租出售事業",58/09/12,"1,306,660,340元",80/02/05,上市,新台幣10.0000元,"130,666,034股(含私募0股)",每年,http://www.utc.tw/UNIVERSAL/Default.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5c5dc1af-5adf-40ad-b6ed-7eae646ad76f
1446,宏和,紡織纖維,宏和精密紡織股份有限公司,u1081@hongho.com.tw,黃大功,何天明,紡織成衣,67/06/09,"1,377,095,130元",80/10/15,上市,新台幣10.0000元,"137,709,513股(含私募0股)",每年,http://www.hongho.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=14512d97-8533-451a-bcea-a23a715e1af2
1447,力鵬,紡織纖維,力鵬企業股份有限公司,lynn@lealea.com.tw,郭紹儀,郭紹儀,特多龍尼龍織布尼龍絲,64/08/20,"9,144,872,420元",81/01/28,上市,新台幣10.0000元,"914,487,242股(含私募0股)",每年,https://www.lealeagroup.com.tw/libolon-detail/LIPENGE/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=cd2ff2c8-07fd-4f69-bc59-cd251073f557
1449,佳和,紡織纖維,佳和實業股份有限公司,101010@chgtex.com,翁茂欽,吳建東,纖維紡織品之加工及買賣紡織品及機械之進出口及買賣委託興建商業大樓等,61/12/12,"880,825,000元",81/05/06,上市,新台幣10.0000元,"88,082,500股(含私募37,993,842股)",每年,http://www.chgtex.com/tw/index.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=95a99fa5-012d-4528-939a-bc6821794239
1450,新藝,公司不繼續公開發行,,,,,,,,,,,,,,
1451,年興,紡織纖維,年興紡織股份有限公司,nienhsing@nhjeans.com,陳朝國,蔡樹軒,紡紗業織布業成衣業,75/10/13,"1,980,000,000元",81/12/21,上市,新台幣10.0000元,"198,000,000股(含私募0股)",每年,https://www.nhjeans.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=07d636c3-5303-4305-b6a5-c4a109ab4243
1452,宏益,紡織纖維,宏益纖維工業股份有限公司,hongyi@hongyilon.com.tw,施振榮,羅昭甲,聚酯加工絲,57/08/23,"1,326,414,000元",81/12/28,上市,新台幣10.0000元,"132,641,400股(含私募0股)",每年,https://www.hongyilon.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=cd1d4078-a583-4954-bb6f-3b4d51fa9061
1453,大將,建材營造,大將開發股份有限公司,md.yu@tajiang.com.tw,葉義雄,葉義雄,營建紡織,67/04/15,"1,006,149,800元",82/04/19,上市,新台幣10.0000元,"100,614,980股(含私募0股)",每年,http://www.tajiang.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=cd568590-6e5b-4bfe-ac4b-19d3f0b59b68
1454,台富,紡織纖維,台灣富綢纖維股份有限公司,c.j.wu@ttfco.com,張煜生,莊燿銘,特多龍布特多龍紗,62/06/01,"1,298,338,480元",82/05/07,上市,新台幣10.0000元,"129,833,848股(含私募0股)",每年,https://www.ttfco.com/index.php?lang=tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=75a57613-a359-4aeb-951f-deec504f3d57
1455,集盛,紡織纖維,集盛實業股份有限公司,jason_kuo@zigsheng.com,葉守焞,蘇百煌,各種纖維絲、人造棉絲、尼龍絲之紡製、織造、染整、印花、加工、買賣。石油化學工業纖維原料生產、銷售及進出口買賣。,58/08/18,"5,316,883,800元",82/10/07,上市,新台幣10.0000元,"531,688,380股(含私募0股)",每年,http://www.zigsheng.com/index_TW.asp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b9ea0ee7-9350-4df3-b881-191b07d5e1a4
1456,怡華,建材營造,怡華實業股份有限公司,haul@ybworld.com.tw,黃士豪,黃士豪,成品布製造買賣毛紗，棉紗製造買賣染料製造買賣,57/08/02,"937,200,000元",82/12/09,上市,新台幣10.0000元,"93,720,000股(含私募0股)",每年,http://www.ihwa.com.tw/index_tw.php,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=d73d427b-84e2-427b-96a8-d7a8d8f0ac3c
1457,宜進,紡織纖維,宜進實業股份有限公司,yijinn@ms8.hinet.net,詹正田,翁茂誠(原名:林鏡地),各種人造纖維及其製品之假撚製造加工買賣各種合成纖維伸縮尼龍絲特多龍絲之製造加工及內外銷。委託營造廠商興建國民住宅商業大樓之出租出售等。,70/03/24,"3,016,476,400元",83/10/20,上市,新台幣10.0000元,"301,647,640股(含私募0股)",每年,http://www.yijinn.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=9749e974-052d-4770-9bcb-3ec858b61fad
1458,嘉畜,公司不繼續公開發行,,,,,,,,,,,,,,
1459,聯發,紡織纖維,聯發紡織纖維股份有限公司,tpe_hr@lanfa.com.tw,葉清澤,王豐岳,各種棉麻毛及合成纖維、化學纖維織品之針織加工製造買賣業務。各種針織布、梭織布、染整、染紗、紡紗及紗之買賣。各種合成纖維及其原料及其加工品及化學纖維紗之製造加工及買賣。,61/12/11,"3,586,289,070元",83/10/26,上市,新台幣10.0000元,"358,628,907股(含私募0股)",每年,http://main.lanfa.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=dcd02fc4-bc66-4c87-b9d9-02b8427aeb39
1460,宏遠,紡織纖維,宏遠興業股份有限公司,tnan.lu@everest.com.tw,席家宜,葉清來,加工絲、追撚絲、胚布、成品布、染整等其他業務,77/02/08,"6,946,434,840元",84/04/28,上市,新台幣10.0000元,"694,643,484股(含私募0股)",每年,http://www.everest.com.tw/index_ch.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=e448e5e0-0394-4586-914d-46ba5a184f00
1462,東雲,公司不繼續公開發行,,,,,,,,,,,,,,
1463,強盛,紡織纖維,強盛染整股份有限公司,public@csgroup.com.tw,陳壬發,呂芳福,染整代工成品布銷售,72/10/19,"1,732,683,810元",85/12/05,上市,新台幣10.0000元,"173,268,381股(含私募0股)",每年,https://www.csgroup.com.tw/zh-hant/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=51c76ca5-f68e-4750-8b36-5a429fc28b11
1464,得力,紡織纖維,得力實業股份有限公司,tainan@delicacy.com.tw,葉家銘,葉偉立,各種紡織品之印染、整理加工製造及買賣業務紗類原料之製造買賣、加工及進出口貿易業務,71/07/10,"3,845,656,520元",86/01/18,上市,新台幣10.0000元,"384,565,652股(含私募0股)",每年,http://www.delicacy.com.tw/zh-tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c5cb26b8-a80d-4246-977a-e0a0e88eef1f
1465,偉全,紡織纖維,偉全實業股份有限公司,service@wisher.com.tw,陳建柱,陳建柱,棉、人造棉及各種合成纖維之棉織、針織、紡織加工及買賣。各種伸縮合成纖維絲之製造加工及買賣。前各項有關業務進出口貿易業務及附帶事業之經營投資。,61/11/27,"1,036,072,670元",86/09/08,上市,新台幣10.0000元,"103,607,267股(含私募0股)",每年,www.wisher.com.tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=84b7f955-fe10-497d-a49c-3df3d604b3d1
1466,聚隆,紡織纖維,聚隆纖維股份有限公司,service@acelon.com.tw,周文東,周文東,尼龍原絲、假撚絲、仿棉絲製造、加工及買賣聚酯原絲、假撚絲、空氣打節絲製造、加工及買賣超細纖維、超細纖維布、彈性纖維、彈性纖維布製造、加工及買賣,77/07/22,"1,111,573,200元",87/04/04,上市,新台幣10.0000元,"111,157,320股(含私募0股)",每年,https://www.acelon.com.tw/zh-tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=99fbcb54-a5a4-4c91-8919-328529a61b3b
1467,南緯,紡織纖維,南緯實業股份有限公司,hslin2@texray.com,林瑞岳,楊維漢,染紗織布成衣,67/08/18,"2,336,246,670元",87/12/21,上市,新台幣10.0000元,"233,624,667股(含私募65,414,906股)",每年,http://www.texray.com/?lang=zh-hant,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b3262318-c4d0-43d6-ae9c-7ec05f942020
1468,昶和,紡織纖維,昶和纖維興業股份有限公司,investor@chang-ho.com.tw,陳明澤,陳明澤,各類纖維、極細及超極細纖維絲、各種纖維、極細與超極細布種之織造、染色整理、加工及銷售各類紡織品之製造加工及買賣,71/04/10,"1,604,052,440元",88/01/21,上市,新台幣10.0000元,"160,405,244股(含私募0股)",每年,https://www.chang-ho.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=d78c2bb8-401b-4358-99d7-d463c1457421
1469,理隆,公司不繼續公開發行,,,,,,,,,,,,,,
1470,大統新創,紡織纖維,大統新創股份有限公司,alan.hung@evertex.tw,葉泉發,葉柏亮,染整代工業務經編針織布織造業務經編針織布.圓編針織布成品貿易銷售業務,75/12/09,"857,670,000元",88/05/21,上市,新台幣10.0000元,"85,767,000股(含私募0股)",每半會計年度,https://www.evertex.tw/tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ef585d7e-1d89-424a-993a-20de52f0e4bf
1471,首利,電子零組件業,首利實業股份有限公司,solelytec@soly-tech.com,鄭傑,鄭傑,加工絲電子交織布,71/10/21,"1,504,145,360元",89/03/06,上市,新台幣10.0000元,"150,414,536股(含私募5,000,000股)",每年,https://www.soly-tech.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ad793f79-79db-4006-b3a8-55fd3b6572cf
1472,三洋紡,紡織纖維,三洋實業股份有限公司,service@triocean.com.tw,大員尚青股份有限公司指派代表陳和順,陳和順,聚丙烯(PP)纖維、聚醯胺(NYLON)纖維、聚酯(PET)纖維針織布、梭織布,57/10/07,"249,880,820元",89/09/11,上市,新台幣10.0000元,"24,988,082股(含私募14,352,829股)",每年,http://triocean.com.tw/ch/about-us/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=157df039-4c90-45b9-9a6d-b53a52161efc
1473,台南,紡織纖維,台南企業股份有限公司,yang@tai-nan.com,楊青峰,楊順輝,成衣,50/08/26,"1,471,535,340元",89/09/11,上市,新台幣10.0000元,"147,153,534股(含私募0股)",每年,http://www.tai-nan.com/about.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=567ccd55-c4d6-46d8-8224-d2b380f3f0ec
1474,弘裕,紡織纖維,弘裕企業股份有限公司,list1474@honmyue.com.tw,葉明洲,郭正沛,"各種塑膠製品之加工製造買賣各種棉毛絲纖維織品之製造代織,買賣,印染,整理及加工內外銷有關行紀業務進出口貿易事業",59/09/04,"1,298,969,690元",89/10/31,上市,新台幣10.0000元,"129,896,969股(含私募0股)",每年,https://www.textile-hy.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=67022b8e-08fe-4c13-9a4b-a519f7e5c8a0
1475,業旺,紡織纖維,台灣業旺股份有限公司,contact@big-sunshine.com.tw,陳清土,陳坤木,提花布織造、染整與銷售,79/11/02,"660,167,490元",89/10/27,上市,新台幣10.0000元,"26,016,749股(含私募11,888,075股)",每年,http://www.sumagh.com.tw/cht/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=9d994d47-c23e-47a9-9ddc-37baef2f0e31
1476,儒鴻,紡織纖維,儒鴻企業股份有限公司,service@eclat.com.tw,洪鎮海,蔡俊嶔/陳坤鎕,彈性針織布成衣,66/11/28,"2,743,671,110元",90/04/18,上市,新台幣10.0000元,"274,367,111股(含私募0股)",每年,http://www.eclat.com.tw/zh-tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=a798f0ed-afe3-45ea-899f-830cc673cc2d
1477,聚陽,紡織纖維,聚陽實業股份有限公司,pr@makalot.com.tw,周理平,周理平,成衣業服飾品製造業布疋、衣著、鞋、帽、傘、服飾品零售業,79/01/10,"2,418,565,810元",92/01/21,上市,新台幣10.0000元,"241,856,581股(含私募0股)",每年,http://www.makalot.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=36601a4b-4eaf-4f1d-8fbc-a5ab46224a8d
1503,士電,電機機械,士林電機廠股份有限公司,fnd@seec.com.tw,許育瑞,謝漢章,重電機械類電氣機器類租賃類,44/11/03,"5,209,722,230元",58/12/15,上市,新台幣10.0000元,"520,972,223股(含私募0股)",每年,https://www.seec.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=baf9a26d-c097-40a2-80d9-8b48abe2ec53
1504,東元,電機機械,東元電機股份有限公司,ir@teco.com.tw,邱純枝,連昭志,"各種電氣,運輸,產業,冷凍空調,電子,事務等及其附件之產銷承裝等各種通信器材,家庭電氣用具等及其附件之產銷承裝等;餐廳業務經營有關事業之代理,代辦及委託業務;有關進出口貿易及代理業務之經營",45/06/12,"21,387,966,160元",62/11/05,上市,新台幣10.0000元,"2,138,796,616股(含私募0股)",每年,https://www.teco.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=72052617-19b3-45e2-9aca-6632f76b7c82
1506,正道,電機機械,正道工業股份有限公司,rw681938@ms26.hinet.net,郭建廷,羅仕溢,引擎、機車、汽車等及其零件之製造買賣活塞、活塞肖、活塞環及其配件之製造及買賣轉向系統零件之製造及買賣,54/03/13,"1,631,617,510元",69/08/11,上市,新台幣10.0000元,"163,161,751股(含私募30,000,000股)",每年,http://www.rightway.com.tw/index.php?lang=cht,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ae696b1b-2814-4f44-8dd3-0fd17330ff95
1507,永大,電機機械,永大機電工業股份有限公司,service@yungtay.com.tw,株式會社日立製作所代表人長島真,蔡尚育,電梯,55/07/09,"4,108,200,000元",78/11/09,上市,新台幣10.0000元,"410,820,000股(含私募0股)",每年,https://www.yungtay.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=f37a0e82-6416-4a78-b58c-58534e892b1d
1512,瑞利,汽車工業,瑞利企業股份有限公司,fin-acc@juili.com.tw,吳明燦,林維輝,一、電氣、機械、五金、工具及農機、車輛配件製造銷售。二、機車裝配組立及其內外銷。三、家具及其配件之製造銷售。四、模具、治具及飛機零配件之製造銷售。五、軌道車輛零配件之製造銷售。,59/06/18,"2,367,024,940元",83/01/28,上市,新台幣10.0000元,"236,702,494股(含私募54,900,000股)",每年,http://www.juili.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=f6cd48e9-c110-45d6-8883-12c32e1959d1
1513,中興電,電機機械,中興電工機械股份有限公司,TW006525@CHEM.COM.TW,江義福,郭慧娟,供電工程及產品冷凍空調工程及產品重電機產品,45/05/01,"4,761,343,100元",83/03/08,上市,新台幣10.0000元,"476,134,310股(含私募0股)",每年,https://www.chem.com.tw/tc/index.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c1f8e9bc-04a3-4dce-9ca0-c3504792f9a2
